,ticker,data,abertura,maximo,minimo,medio,fechamento,volume
619,PETR4,2023-10-05,27.78148185,28.14893916,27.59348043,27.84130048,27.96948326,1151533192.0
620,PETR4,2023-10-06,27.85839153,28.90094483,27.62766252,28.31130402,28.63603373,1595036986.0
621,PETR4,2023-10-09,29.18294695,29.9776802,29.14021936,29.66149601,29.86658845,2691056325.0
622,PETR4,2023-10-10,29.82386087,30.1998637,29.68713256,29.99477124,30.08877194,1696556531.0
623,PETR4,2023-10-11,30.02895332,30.12295402,29.4734946,29.83240638,30.01186228,1451577432.0
624,PETR4,2023-10-13,30.58441205,31.07150663,30.57586653,30.89205073,31.00314247,2420620492.0
625,PETR4,2023-10-16,31.10568869,31.44750945,30.72968587,31.19114388,31.34496322,1811376255.0
626,PETR4,2023-10-17,31.36205425,32.19096958,31.30223563,31.89187643,32.19096958,2568218444.0
627,PETR4,2023-10-18,32.4644262,32.99424836,32.39606205,32.72933729,32.91733868,3291382837.0
628,PETR4,2023-10-19,32.78061039,32.8746111,32.40460757,32.6438821,32.76351935,2140167683.0
629,PETR4,2023-10-20,33.06261251,33.20788633,31.95169506,32.39606205,32.34478893,2511309313.0
630,PETR4,2023-10-23,31.26805355,31.44750945,30.13149955,30.78950451,30.20840921,3765606276.0
631,PETR4,2023-10-24,30.46477477,30.9262328,30.05458987,30.52459341,30.66132171,2808977703.0
632,PETR4,2023-10-25,30.83223209,31.00314247,30.55022997,30.77241347,30.82368658,1182984504.0
633,PETR4,2023-10-26,30.63568516,30.70404932,30.03749883,30.28531889,30.50750237,1696419990.0
634,PETR4,2023-10-27,30.94332384,31.15696181,30.05458987,30.43913822,30.28531889,1633152975.0
635,PETR4,2023-10-30,30.40495615,30.52459341,29.78967879,30.00331676,29.9776802,1100662791.0
636,PETR4,2023-10-31,29.91786157,30.06313539,29.4734946,29.72131464,29.68713256,1285991651.0
637,PETR4,2023-11-01,29.92640709,30.37077407,29.82386087,30.08877194,30.01186228,1631629339.0
638,PETR4,2023-11-03,30.58441205,30.66986724,29.95204364,30.32804648,30.37077407,1098939510.0
639,PETR4,2023-11-06,30.54168445,30.8749597,30.34513751,30.57586653,30.34513751,1201925104.0
640,PETR4,2023-11-07,29.96913468,30.26822784,29.61876841,29.83240638,29.8409519,1708131864.0
641,PETR4,2023-11-08,29.5674953,29.73840568,28.9778545,29.25985662,29.20003799,2046125806.0
642,PETR4,2023-11-09,29.48204011,30.03749883,29.36240284,29.72986016,29.80676983,1956328225.0
643,PETR4,2023-11-10,29.61876841,29.96058917,29.49058563,29.72986016,29.67004152,1392053077.0
644,PETR4,2023-11-13,29.63585945,30.55022997,29.62731393,30.25968232,30.49895685,1562720872.0
645,PETR4,2023-11-14,30.49895685,30.9689604,30.32804648,30.66132171,30.91768728,1826351524.0
646,PETR4,2023-11-16,30.7467769,31.18259836,30.33659199,30.60150309,30.37931959,2591859912.0
647,PETR4,2023-11-17,30.61859412,31.55005568,30.6100486,31.22532595,31.37059978,3203965687.0
648,PETR4,2023-11-20,31.42187288,31.80642124,30.99459695,31.45605497,31.39623633,2495993295.0
649,PETR4,2023-11-21,31.22532595,31.22532595,30.68695828,30.99459695,31.19114388,1798958390.0
650,PETR4,2023-11-22,30.91095586,31.14123806,30.33525038,30.78695776,31.14123806,2036743901.0
651,PETR4,2023-11-23,31.11466703,31.22095112,30.8312428,31.07038199,31.15009506,844375758.0
652,PETR4,2023-11-24,30.98181192,31.72580055,30.74267272,31.22095112,31.23866514,1884620089.0
653,PETR4,2023-11-27,30.99952594,31.35380623,30.77810075,31.02609695,31.06152499,1296027762.0
654,PETR4,2023-11-28,31.15009506,31.54866039,31.13238105,31.38923426,31.53094638,1307156663.0
655,PETR4,2023-11-29,31.79665661,31.91179769,30.94638389,31.24752214,31.2032371,1324158493.0
656,PETR4,2023-11-30,31.40694828,31.81437062,31.21209411,31.63723047,31.80551361,2101211987.0
657,PETR4,2023-12-01,31.63723047,31.88522667,31.46894733,31.6726585,31.59294544,1301305473.0
658,PETR4,2023-12-04,31.38923426,31.48666134,30.86667083,31.09695302,30.91981286,1250337442.0
659,PETR4,2023-12-05,30.92866988,31.15009506,30.71610169,30.87552782,30.77810075,1507277205.0
660,PETR4,2023-12-06,30.60096061,30.82238578,29.67097483,30.06954016,29.67097483,2179012413.0
661,PETR4,2023-12-07,29.80382993,30.27325134,29.26355248,29.70640286,29.60011876,2171476185.0
662,PETR4,2023-12-08,29.85697198,30.59210359,29.65326081,30.20239527,30.54781856,1817486005.0
663,PETR4,2023-12-11,30.52124753,30.7249587,30.32639337,30.51239052,30.43267747,1054738173.0
664,PETR4,2023-12-12,30.60096061,30.64524564,29.93668505,30.1138252,30.18468126,1032905593.0
665,PETR4,2023-12-13,30.29982235,30.66295965,30.2378233,30.45924848,30.61867461,1341249736.0
666,PETR4,2023-12-14,30.99952594,31.65494448,30.85781381,31.27409317,31.28295017,2046271399.0
667,PETR4,2023-12-15,31.24752214,31.69922952,30.99952594,31.32723521,31.35380623,2001074852.0
668,PETR4,2023-12-18,31.66380149,32.15093689,31.51323237,31.87636966,31.74351455,1600814963.0
669,PETR4,2023-12-19,31.84979864,32.10665186,31.71694353,31.94722573,32.10665186,1161017372.0
670,PETR4,2023-12-20,32.21293595,32.54064523,32.14207988,32.31036303,32.22179296,1421152478.0
671,PETR4,2023-12-21,32.47864617,32.48750318,31.94722573,32.23064996,32.23064996,1110626574.0
672,PETR4,2023-12-22,32.32807705,32.59378727,32.21293595,32.44321813,32.54064523,1144343642.0
673,PETR4,2023-12-26,32.64692931,33.09863669,32.62035829,32.92149655,33.06320866,872362889.0
674,PETR4,2023-12-27,33.05435166,33.15177873,32.88606852,33.02778063,33.08977968,730576890.0
675,PETR4,2023-12-28,32.97463859,33.08977968,32.80635545,32.98349559,32.98349559,797820617.0
676,PETR4,2024-01-02,33.16063575,33.55920107,33.12520772,33.3554899,33.461774,905513838.0
677,PETR4,2024-01-03,33.47948801,34.64861299,33.36434691,34.15262057,34.50690087,2016962803.0
678,PETR4,2024-01-04,34.64861299,34.85232415,34.10833554,34.53347189,34.21461963,1768450856.0
679,PETR4,2024-01-05,34.4271878,34.666327,34.01976546,34.35633173,34.29433269,1388296899.0
680,PETR4,2024-01-08,33.99319444,34.03747947,33.31120487,33.65662815,34.03747947,1336206062.0
681,PETR4,2024-01-09,34.25004765,34.32090372,33.68319918,33.87805335,33.74519824,1043653479.0
682,PETR4,2024-01-10,33.74519824,33.89576735,33.22263479,33.45291699,33.43520297,1034479208.0
683,PETR4,2024-01-11,33.63891414,33.78948327,33.39091793,33.61234312,33.71862721,1008256420.0
684,PETR4,2024-01-12,34.09947852,34.3031897,33.80719729,34.01976546,33.80719729,940340503.0
685,PETR4,2024-01-15,33.64777115,34.20576262,33.53263005,33.97548043,34.17033459,530157223.0
686,PETR4,2024-01-16,34.19690561,34.35633173,33.72748422,33.89576735,33.74519824,1197258435.0
687,PETR4,2024-01-17,33.63005713,33.78948327,33.49720202,33.61234312,33.55034407,1046707221.0
688,PETR4,2024-01-18,33.78062626,33.78062626,33.26691983,33.44405998,33.41748896,868209306.0
689,PETR4,2024-01-19,33.48834502,33.56805808,32.97463859,33.22263479,33.2403488,1190947964.0
690,PETR4,2024-01-22,33.2137778,33.48834502,32.97463859,33.32006188,33.39091793,856092367.0
691,PETR4,2024-01-23,33.51491604,33.98433743,33.15177873,33.61234312,33.80719729,1233321489.0
692,PETR4,2024-01-24,33.91348138,34.13490656,33.45291699,33.77176925,33.55034407,969269476.0
693,PETR4,2024-01-25,33.88691035,34.7903251,33.77176925,34.36518875,34.7903251,1888134616.0
694,PETR4,2024-01-26,34.63089897,35.50774271,34.46261582,35.18003343,35.3926016,1643701990.0
695,PETR4,2024-01-29,35.42802964,35.95059307,35.27746051,35.64059781,35.93287907,1229425667.0
696,PETR4,2024-01-30,35.57859876,36.08344818,35.47231467,35.75573891,35.71145387,1406317832.0
697,PETR4,2024-01-31,35.63174081,36.52629856,35.58745577,36.02144914,35.82659498,2358065944.0
698,PETR4,2024-02-01,36.11887621,37.09314704,36.02144914,36.62372564,36.81857981,2548906665.0
699,PETR4,2024-02-02,36.82743681,37.00457695,36.33144439,36.60601162,36.3403014,1508064304.0
700,PETR4,2024-02-05,36.3225874,36.91600688,36.25173132,36.5794406,36.49972753,1144199534.0
701,PETR4,2024-02-06,36.71229571,37.50942638,36.55286958,37.07543302,36.83629382,1485299379.0
702,PETR4,2024-02-07,36.77429477,37.37657127,36.6857247,37.11086104,37.37657127,1284316314.0
703,PETR4,2024-02-08,37.46514134,37.59799645,37.07543302,37.30571521,37.07543302,1077965838.0
704,PETR4,2024-02-09,37.32342923,37.49171236,36.5794406,36.94257791,36.5794406,1267527535.0
705,PETR4,2024-02-14,36.40230046,36.66801068,36.18973228,36.40230046,36.30487338,752816937.0
706,PETR4,2024-02-15,36.3225874,37.46514134,36.18087527,36.85400784,37.46514134,1383401038.0
707,PETR4,2024-02-16,37.27914418,37.98770478,37.25257316,37.76627959,37.81056463,1589407698.0
708,PETR4,2024-02-19,37.87256368,38.03198981,37.69542354,37.90799171,37.99656179,549069122.0
709,PETR4,2024-02-20,37.8814207,37.92570573,37.2880012,37.5448544,37.59799645,1796543046.0
710,PETR4,2024-02-21,37.59799645,37.83713565,37.31457222,37.58913946,37.6511385,886083838.0
711,PETR4,2024-02-22,37.79285061,37.80170763,37.02229098,37.2968582,37.36771426,1354685243.0
712,PETR4,2024-02-23,37.32342923,37.41199929,36.85400784,37.19057411,37.11086104,1844782807.0
713,PETR4,2024-02-26,37.11086104,37.84599267,37.048862,37.60685346,37.81056463,1099152786.0
714,PETR4,2024-02-27,37.81942164,37.92570573,37.5359974,37.73085156,37.75742259,1179241305.0
715,PETR4,2024-02-28,37.6599955,38.03198981,35.27746051,36.43772848,35.80888097,4621824337.0
716,PETR4,2024-02-29,35.95059307,36.52629856,35.29517454,35.72031088,35.55202774,2496872571.0
717,PETR4,2024-03-01,35.7380249,36.18087527,35.55202774,35.84430898,35.58745577,1264787813.0
718,PETR4,2024-03-04,35.66716884,36.09230519,35.44574366,35.67602585,35.4988857,885866880.0
719,PETR4,2024-03-05,35.5165997,35.75573891,35.08260635,35.41031562,35.3926016,1211310938.0
720,PETR4,2024-03-06,35.60516979,36.17201826,35.52545672,35.90630804,36.17201826,1843886856.0
721,PETR4,2024-03-07,35.99487812,36.26058834,35.67602585,35.87973701,35.77345293,2033633664.0
722,PETR4,2024-03-08,31.79665661,32.82406946,31.08809601,32.03579579,31.99151076,8333764554.0
723,PETR4,2024-03-11,31.59294544,33.42634597,31.26523616,32.16865091,31.57523141,4632691309.0
724,PETR4,2024-03-12,32.19522193,32.97463859,32.0269388,32.5052172,32.61150128,2794792311.0
725,PETR4,2024-03-13,32.68235734,33.06320866,32.15979391,32.5052172,32.22179296,1656883040.0
726,PETR4,2024-03-14,32.54064523,32.70007135,32.01808178,32.266078,32.08008083,1456887727.0
727,PETR4,2024-03-15,32.15093689,32.28379201,31.83208463,32.07122383,32.16865091,2149542815.0
728,PETR4,2024-03-18,32.24836398,32.52293121,31.4423763,31.94722573,32.18636493,1274552061.0
729,PETR4,2024-03-19,32.23064996,32.6380723,31.49551835,32.15093689,31.94722573,1762050056.0
730,PETR4,2024-03-20,32.08893785,32.54064523,31.71694353,32.14207988,32.5052172,1416217833.0
731,PETR4,2024-03-21,32.6380723,32.82406946,31.60180244,31.98265375,31.61951645,1705165037.0
732,PETR4,2024-03-22,31.79665661,32.08008083,31.38037725,31.79665661,31.92951171,1236104699.0
733,PETR4,2024-03-25,32.04465281,32.62035829,32.0269388,32.33693405,32.41664713,984253276.0
734,PETR4,2024-03-26,32.47864617,32.47864617,32.03579579,32.19522193,32.11550886,902977377.0
735,PETR4,2024-03-27,32.13322289,32.46978916,31.99151076,32.266078,32.37236208,728538499.0
736,PETR4,2024-03-28,32.32807705,33.2314918,32.30150603,32.8772115,33.08977968,1186580539.0
737,PETR4,2024-04-01,33.2137778,33.39977494,32.95692457,33.20492078,33.3466329,888527375.0
738,EPAR3,2023-04-04,6.86736671,6.86736671,6.86040184,6.86040184,6.86040184,4929.0
739,EPAR3,2023-04-05,7.30615384,7.30615384,7.30615384,7.30615384,7.30615384,3147.0
740,EPAR3,2023-04-06,7.30615384,7.3131187,7.30615384,7.26436458,7.3131187,10430.0
741,EPAR3,2023-04-11,7.35490796,7.35490796,7.3131187,7.32008358,7.3131187,5256.0
742,EPAR3,2023-04-12,7.3131187,8.21855245,7.3131187,7.75190583,8.21855245,18926.0
743,EPAR3,2023-04-13,8.35784996,9.19363496,8.35784996,8.40660408,8.35784996,35005.0
744,EPAR3,2023-04-14,8.35784996,9.75082495,8.35784996,9.38168657,9.73689519,71397.0
745,EPAR3,2023-04-17,9.75082495,10.52392606,9.74386007,9.93887657,9.74386007,5710.0
746,EPAR3,2023-04-19,9.6254572,9.74386007,9.6254572,9.70903569,9.74386007,8367.0
747,EPAR3,2023-04-25,8.9846887,9.61849233,8.91503994,9.08219695,9.06130232,26084.0
748,EPAR3,2023-04-26,9.01951307,9.01951307,8.21855245,8.65733958,8.21855245,17415.0
749,EPAR3,2023-04-28,8.4274987,9.10309158,8.4274987,8.88718045,9.10309158,30640.0
750,EPAR3,2023-05-02,8.63569868,8.92047662,8.47406794,8.66648548,8.47406794,32675.0
751,EPAR3,2023-05-03,9.08210733,9.58239291,8.8512063,9.18986115,8.8512063,9553.0
752,EPAR3,2023-05-04,8.8512063,9.94413786,8.8512063,9.06671394,8.99744362,10607.0
753,EPAR3,2023-05-05,8.52794486,10.1519488,8.52794486,9.13598424,10.1519488,8315.0
754,EPAR3,2023-05-08,10.07498179,10.07498179,10.07498179,9.91335106,10.07498179,6441.0
755,EPAR3,2023-05-10,9.65935992,9.65935992,9.4977292,9.61317972,9.62857312,24986.0
756,EPAR3,2023-05-12,9.23604136,9.23604136,9.23604136,9.23604136,9.23604136,1200.0
757,EPAR3,2023-05-15,9.14368094,9.14368094,9.14368094,9.14368094,9.14368094,2376.0
758,EPAR3,2023-05-19,9.04362384,9.38227869,8.55873166,9.01283702,9.38227869,5856.0
759,EPAR3,2023-05-22,9.61317972,9.61317972,9.528516,9.5362127,9.5362127,18589.0
760,EPAR3,2023-05-26,8.8512063,8.8512063,8.8435096,8.8435096,8.8435096,4598.0
761,EPAR3,2023-05-29,9.09750074,9.5054259,9.09750074,9.27452487,9.38997539,14464.0
762,EPAR3,2023-05-30,9.5362127,9.66705662,8.85890301,9.39767208,9.66705662,4887.0
763,EPAR3,2023-06-02,9.61317972,9.62087642,9.61317972,9.61317972,9.62087642,14999.0
764,EPAR3,2023-06-05,9.30531166,9.61317972,9.30531166,9.38227869,9.61317972,4876.0
765,EPAR3,2023-06-06,8.99744362,9.56699951,8.99744362,9.28222157,9.56699951,2412.0
766,EPAR3,2023-06-07,9.62087642,10.38284983,9.62087642,9.88256426,10.2135224,41090.0
767,EPAR3,2023-06-09,10.2366125,10.2366125,10.2366125,10.2366125,10.2366125,5320.0
768,EPAR3,2023-06-12,9.4669424,10.08267849,9.4669424,9.84408075,10.08267849,16634.0
769,EPAR3,2023-06-13,9.39767208,9.5362127,9.16677105,9.26682817,9.5362127,14458.0
770,EPAR3,2023-06-14,9.28222157,9.57469621,9.24373806,9.30531166,9.24373806,8468.0
771,EPAR3,2023-06-15,9.24373806,9.59008961,9.23604136,9.29761496,9.23604136,7248.0
772,EPAR3,2023-06-16,9.5439094,9.5439094,9.5439094,9.5439094,9.5439094,6200.0
773,EPAR3,2023-06-19,9.5439094,9.5439094,9.5439094,9.5439094,9.5439094,1240.0
774,EPAR3,2023-06-20,9.5362127,9.5439094,9.40536878,9.49003249,9.40536878,8637.0
775,EPAR3,2023-06-21,9.43615559,9.43615559,9.39767208,9.41306548,9.39767208,7342.0
776,EPAR3,2023-06-22,10.30588282,10.30588282,9.33609848,9.62857312,9.33609848,17527.0
777,EPAR3,2023-06-23,9.35918858,9.86717086,8.8127228,9.25143476,9.4977292,70975.0
778,EPAR3,2023-06-27,9.08980404,9.08980404,9.08980404,9.08980404,9.08980404,1181.0
779,EPAR3,2023-06-28,9.10519744,9.528516,9.10519744,9.41306548,9.5208193,25698.0
780,EPAR3,2023-06-29,9.43615559,9.43615559,9.43615559,9.43615559,9.43615559,1226.0
781,EPAR3,2023-06-30,9.42845888,9.59778631,9.31300837,9.37458198,9.59778631,24377.0
782,EPAR3,2023-07-03,9.07441064,9.61317972,9.07441064,9.40536878,9.60548301,17112.0
783,EPAR3,2023-07-04,9.23604136,9.5362127,9.15907435,9.23604136,9.38227869,21601.0
784,EPAR3,2023-07-06,9.37458198,9.84408075,9.37458198,9.43615559,9.84408075,28216.0
785,EPAR3,2023-07-11,9.30531166,9.99801477,8.46637125,9.10519744,9.18986115,123066.0
786,EPAR3,2023-07-12,9.18216445,9.31300837,9.08980404,9.24373806,9.27452487,18029.0
787,EPAR3,2023-07-13,9.38227869,9.38227869,9.23604136,9.26682817,9.38227869,10838.0
788,EPAR3,2023-07-14,9.29761496,9.29761496,9.15907435,9.22064796,9.15907435,11987.0
789,EPAR3,2023-07-17,9.08210733,9.08210733,9.08210733,9.08210733,9.08210733,2360.0
790,EPAR3,2023-07-18,9.38227869,9.38227869,9.12059084,9.22834466,9.19755785,3599.0
791,EPAR3,2023-07-19,9.38227869,9.38227869,9.35149188,9.36688528,9.35149188,2434.0
792,EPAR3,2023-07-20,9.09750074,9.37458198,9.09750074,9.23604136,9.37458198,2400.0
793,EPAR3,2023-07-24,9.22834466,9.35918858,9.22834466,9.24373806,9.35918858,9612.0
794,EPAR3,2023-07-25,9.06671394,9.41306548,9.02053372,9.20525456,9.12059084,37088.0
795,EPAR3,2023-07-26,9.24373806,9.25913146,9.12059084,9.18216445,9.22834466,69217.0
796,EPAR3,2023-07-27,9.21295126,9.21295126,9.00514032,9.08980404,9.18216445,14174.0
797,EPAR3,2023-07-28,8.62800198,9.22064796,8.62800198,8.8281162,9.22064796,4591.0
798,EPAR3,2023-07-31,9.26682817,9.26682817,8.62030526,8.8435096,8.62030526,39096.0
799,EPAR3,2023-08-01,8.99744362,9.03592714,8.64339538,8.92817332,8.99744362,19720.0
800,EPAR3,2023-08-02,8.99744362,9.22064796,8.7973294,8.90508321,8.85890301,18512.0
801,EPAR3,2023-08-03,8.95896012,8.97435353,8.95896012,8.96665682,8.95896012,6992.0
802,EPAR3,2023-08-04,9.19755785,9.19755785,8.96665682,9.05132054,8.96665682,8233.0
803,EPAR3,2023-08-07,9.20525456,9.20525456,8.95126342,9.09750074,9.00514032,10646.0
804,EPAR3,2023-08-08,9.00514032,9.19755785,9.00514032,9.11289414,9.02053372,36705.0
805,EPAR3,2023-08-10,9.08210733,9.08210733,9.05901724,9.07441064,9.05901724,11790.0
806,EPAR3,2023-08-11,9.08210733,9.08210733,9.08210733,9.08210733,9.08210733,1180.0
807,EPAR3,2023-08-14,9.08210733,9.12828754,8.52024816,8.78963269,8.73575578,27429.0
808,EPAR3,2023-08-15,8.58182176,8.73575578,8.58182176,8.65109208,8.73575578,51744.0
809,EPAR3,2023-08-16,9.31300837,9.65935992,9.05901724,9.49003249,9.528516,212134.0
810,EPAR3,2023-08-17,9.5208193,9.62857312,9.5208193,9.59778631,9.62857312,23703.0
811,EPAR3,2023-08-18,9.82099064,10.38284983,9.32070508,9.58239291,9.77481044,39864.0
812,EPAR3,2023-08-21,9.86717086,10.39054653,9.5439094,9.65166322,10.39054653,252202.0
813,EPAR3,2023-08-22,10.76768488,11.29875727,10.39054653,10.8369552,11.16021664,61985.0
814,EPAR3,2023-08-23,10.70611128,10.77538159,10.54448055,10.65223436,10.77538159,81677.0
815,EPAR3,2023-08-25,11.07555293,11.08324963,10.94470901,11.05246282,11.08324963,7180.0
816,EPAR3,2023-08-28,11.00628263,11.00628263,10.99088922,10.99858592,11.00628263,8577.0
817,EPAR3,2023-08-29,10.99858592,11.92988675,10.99858592,11.39881438,11.51426489,26659.0
818,EPAR3,2023-08-31,12.41477893,12.41477893,11.91449335,12.13769769,12.29932841,6308.0
819,EPAR3,2023-09-01,12.29163171,12.29932841,11.16791334,11.59892861,11.16791334,30141.0
820,EPAR3,2023-09-04,11.08324963,11.08324963,10.69841458,10.76768488,10.69841458,15398.0
821,EPAR3,2023-09-05,10.56757066,11.12942985,10.09037519,10.65993107,11.12942985,22174.0
822,EPAR3,2023-09-06,11.12173315,11.12942985,10.8523486,11.08324963,11.11403644,10081.0
823,EPAR3,2023-09-08,11.11403644,11.12173315,11.11403644,11.11403644,11.12173315,4334.0
824,EPAR3,2023-09-11,10.68302117,11.00628263,10.66762777,10.8523486,11.00628263,15520.0
825,EPAR3,2023-09-12,10.77538159,11.00628263,10.77538159,10.97549582,11.00628263,97024.0
826,EPAR3,2023-09-13,11.00628263,12.31472181,11.00628263,11.28336386,11.16021664,180351.0
827,EPAR3,2023-09-14,12.07612408,12.68416346,11.18330675,12.16078779,12.46865584,61646.0
828,EPAR3,2023-09-15,12.46865584,12.66107337,12.2685416,12.36859872,12.2762383,24118.0
829,EPAR3,2023-09-18,12.12230429,12.66107337,12.12230429,12.35320533,12.62258986,313032.0
830,EPAR3,2023-09-19,13.46922699,14.11574988,12.69955687,13.29220286,13.00742491,326525.0
831,EPAR3,2023-09-20,13.00742491,13.07669523,12.28393501,12.58410635,12.39168882,32700.0
832,EPAR3,2023-09-21,12.2762383,12.38399212,12.00685377,12.18387789,12.08382078,22167.0
833,EPAR3,2023-09-22,12.54562285,13.46153029,12.54562285,12.8996711,13.45383359,48610.0
834,EPAR3,2023-09-25,12.69955687,13.17675235,12.53792615,12.76882719,13.13826883,26552.0
835,EPAR3,2023-09-26,13.16135894,13.46922699,13.08439192,13.17675235,13.08439192,460687.0
836,EPAR3,2023-09-27,13.43844017,13.43844017,12.93045791,13.12287543,12.93815461,35806.0
837,EPAR3,2023-09-28,12.9073678,12.9073678,12.43017233,12.63028657,12.43017233,65674.0
838,EPAR3,2023-10-02,11.92988675,11.92988675,11.92988675,11.92988675,11.92988675,1550.0
839,EPAR3,2023-10-03,12.69186017,12.69186017,12.61489315,12.62258986,12.61489315,16400.0
840,EPAR3,2023-10-04,12.31472181,12.31472181,12.23775481,12.28393501,12.23775481,12770.0
841,EPAR3,2023-10-06,12.34550862,12.35320533,12.34550862,12.34550862,12.35320533,8024.0
842,EPAR3,2023-10-09,12.38399212,12.96894141,12.23775481,12.34550862,12.96894141,25675.0
843,EPAR3,2023-10-10,12.81500739,12.81500739,12.81500739,12.81500739,12.81500739,1665.0
844,EPAR3,2023-10-16,12.31472181,12.31472181,12.31472181,12.31472181,12.31472181,4800.0
845,EPAR3,2023-10-17,12.31472181,12.66107337,12.04533727,12.48404924,12.66107337,51920.0
846,EPAR3,2023-10-18,12.65337667,12.65337667,12.06842737,12.31472181,12.06842737,40017.0
847,EPAR3,2023-10-19,12.61489315,12.61489315,12.61489315,12.61489315,12.61489315,13112.0
848,EPAR3,2023-10-20,12.31472181,12.31472181,11.92988675,12.02224717,11.92988675,10935.0
849,EPAR3,2023-10-23,11.66819892,11.92988675,11.5450517,11.85291974,11.92988675,21562.0
850,EPAR3,2023-10-24,11.5681418,11.5681418,11.5450517,11.5450517,11.5450517,30006.0
851,EPAR3,2023-10-25,11.90679665,11.90679665,11.40651108,11.5527484,11.40651108,10513.0
852,EPAR3,2023-10-26,11.41420779,11.41420779,11.40651108,11.40651108,11.40651108,10375.0
853,EPAR3,2023-10-27,11.76825603,11.76825603,10.8523486,11.12942985,10.89083211,15907.0
854,EPAR3,2023-10-30,11.16021664,11.16791334,11.16021664,11.16021664,11.16791334,5801.0
855,EPAR3,2023-11-01,10.89083211,11.5681418,10.89083211,11.07555293,11.27566716,12958.0
856,EPAR3,2023-11-03,11.81443624,11.86061644,11.37572427,11.68359232,11.37572427,4554.0
857,EPAR3,2023-11-06,11.84522305,11.84522305,11.37572427,11.66819892,11.5450517,18198.0
858,EPAR3,2023-11-07,11.81443624,11.81443624,11.31415067,11.61432201,11.80673954,9055.0
859,EPAR3,2023-11-08,11.79134613,11.79904284,11.79134613,11.79134613,11.79904284,3065.0
860,EPAR3,2023-11-09,11.79134613,12.33781191,11.79134613,11.90679665,11.87600985,41782.0
861,EPAR3,2023-11-10,11.92988675,12.66107337,11.92988675,12.2762383,12.31472181,54230.0
862,EPAR3,2023-11-13,12.34550862,12.34550862,11.89140325,12.02224717,12.31472181,48451.0
863,EPAR3,2023-11-14,11.86831314,12.19157459,11.69128902,11.88370655,11.69128902,58696.0
864,EPAR3,2023-11-16,11.40651108,12.13000099,11.40651108,11.69898572,11.5450517,27375.0
865,EPAR3,2023-11-17,11.42960119,11.42960119,10.1596455,10.51369375,10.42903004,427748.0
866,EPAR3,2023-11-20,10.42903004,10.92931561,9.88256426,10.12116198,9.99031807,181471.0
867,EPAR3,2023-11-21,9.94413786,9.94413786,9.06671394,9.36688528,9.15907435,126644.0
868,EPAR3,2023-11-22,9.23604136,9.28222157,8.46637125,8.8435096,8.46637125,126390.0
869,EPAR3,2023-11-23,8.68957558,8.68957558,8.112323,8.36631413,8.46637125,85916.0
870,EPAR3,2023-11-24,8.55103496,8.55873166,8.23547022,8.35861743,8.27395372,29333.0
871,EPAR3,2023-11-27,8.38940423,8.55103496,7.96608567,8.1508065,8.55103496,20136.0
872,EPAR3,2023-11-28,8.39710094,8.55103496,8.18929,8.33552733,8.30474052,59565.0
873,EPAR3,2023-11-29,8.32783062,8.34322403,8.1585032,8.23547022,8.1585032,38551.0
874,EPAR3,2023-11-30,8.34322403,8.45867455,8.33552733,8.35092074,8.35092074,17369.0
875,EPAR3,2023-12-01,8.08923289,8.25086362,8.04305269,8.09692959,8.1200197,149410.0
876,EPAR3,2023-12-04,8.08153619,8.1200197,7.88911866,7.96608567,7.88911866,47647.0
877,EPAR3,2023-12-05,8.37401083,8.37401083,8.05844609,8.1046263,8.08153619,16851.0
878,EPAR3,2023-12-06,8.08153619,8.08153619,7.97378237,8.02765928,7.97378237,26087.0
879,EPAR3,2023-12-07,8.112323,8.112323,7.96608567,8.00456918,7.98917578,39524.0
880,EPAR3,2023-12-08,8.18929,8.18929,8.1431098,8.1585032,8.1431098,19081.0
881,EPAR3,2023-12-11,8.1738966,8.1815933,8.09692959,8.1431098,8.09692959,20109.0
882,EPAR3,2023-12-12,8.00456918,8.112323,7.92760217,8.00456918,7.92760217,29120.0
883,EPAR3,2023-12-13,8.22777352,8.22777352,7.97378237,8.01996258,8.01996258,19800.0
884,EPAR3,2023-12-14,8.28934712,8.55103496,8.28934712,8.37401083,8.38940423,26132.0
885,EPAR3,2023-12-15,8.38940423,9.23604136,8.23547022,8.8050261,9.23604136,157884.0
886,EPAR3,2023-12-18,9.22064796,9.22064796,8.55873166,8.87429641,8.65878878,26539.0
887,EPAR3,2023-12-19,8.65878878,9.27452487,8.65878878,8.8435096,9.27452487,33333.0
888,EPAR3,2023-12-20,10.3535873,11.84088834,10.27141597,10.82196387,11.08491211,320273.0
889,EPAR3,2023-12-21,12.62973308,13.55826909,12.15313938,12.81872713,12.66260161,1436887.0
890,EPAR3,2023-12-22,12.89268133,14.13346838,12.89268133,13.3857093,13.55005195,1365480.0
891,EPAR3,2023-12-26,14.20742258,14.79083901,13.97734285,14.28137678,14.33067956,4508387.0
892,EPAR3,2023-12-27,14.41308098,14.41308098,12.18824297,12.93308004,12.38170715,1519208.0
893,EPAR3,2023-12-28,12.2172626,12.22693581,11.23059531,11.52079157,11.23059531,645600.0
894,EPAR3,2024-01-02,11.41438628,11.41438628,10.42771899,10.79530092,10.45673861,457820.0
895,EPAR3,2024-01-03,10.68889562,10.83399375,9.7699408,10.37935294,10.25360123,646221.0
